EVCI2012_tot,EVCI2013_tot,EVCI2015_tot,EVCI2017_tot,EVCI2018_tot,EVCI2019_tot,EVCI2020_tot,EVCI2021_tot,EVCI2022_tot,EVCI2023_tot,EVCI2024_tot,y2011Q4_tot,y2012Q1_tot,y2012Q2_tot,y2012Q3_tot,y2012Q4_tot,y2013Q1_tot,y2013Q2_tot,y2013Q3_tot,y2013Q4_tot,y2014Q1_tot,y2014Q2_tot,y2014Q3_tot,y2014Q4_tot,y2015Q1_tot,y2015Q2_tot,y2015Q3_tot,y2015Q4_tot,y2016Q1_tot,y2016Q2_tot,y2016Q3_tot,y2016Q4_tot,y2017Q1_tot,y2017Q2_tot,y2017Q3_tot,y2017Q4_tot,y2018Q1_tot,y2018Q2_tot,y2018Q3_tot,y2018Q4_tot,y2019Q1_tot,y2019Q2_tot,y2019Q3_tot,y2019Q4_tot,y2020Q1_tot,y2020Q2_tot,y2020Q3_tot,y2020Q4_tot,y2021Q1_tot,y2021Q2_tot,y2021Q3_tot,y2021Q4_tot,y2022Q1_tot,y2022Q2_tot,y2022Q3_tot,y2022Q4_tot,y2023Q1_tot,y2023Q2_tot,y2023Q3_tot,y2023Q4_tot,y2024Q1_tot,y2024Q2_tot
16.0,58.0,68.0,74.0,92.0,1504.0,1960.0,3975.0,6911.0,15836.0,19257.0,2577.5,2464.5,2479.5,2554.0,2618.0,2722.5,2783.5,2862.0,3034.0,3282.0,3616.5,3977.5,4445.0,5048.5,5855.5,6545.5,7269.5,8283.5,8935.5,9471.5,10230.5,11565.0,12534.5,13681.0,14613.5,15759.0,17327.5,19001.0,20993.5,23420.0,25516.0,28696.5,31778.5,34453.0,36294.5,42495.0,47311.0,52210.5,58926.5,67032.5,75236.5,83331.0,89633.0,94254.0,101411.5,109280.5,118368.0,128290.0,135849.5,144441.0,153350.0
