LSOA21CD,LSOA21NM,GlobalID,EVCI2024,EVCI2023,EVCI2022,EVCI2021,EVCI2020,EVCI2019,EVCI2018,EVCI2017,EVCI2015,EVCI2013,EVCI2012,Fuel,Keepership,y2024Q2,y2024Q1,y2023Q4,y2023Q3,y2023Q2,y2023Q1,y2022Q4,y2022Q3,y2022Q2,y2022Q1,y2021Q4,y2021Q3,y2021Q2,y2021Q1,y2020Q4,y2020Q3,y2020Q2,y2020Q1,y2019Q4,y2019Q3,y2019Q2,y2019Q1,y2018Q4,y2018Q3,y2018Q2,y2018Q1,y2017Q4,y2017Q3,y2017Q2,y2017Q1,y2016Q4,y2016Q3,y2016Q2,y2016Q1,y2015Q4,y2015Q3,y2015Q2,y2015Q1,y2014Q4,y2014Q3,y2014Q2,y2014Q1,y2013Q4,y2013Q3,y2013Q2,y2013Q1,y2012Q4,y2012Q3,y2012Q2,y2012Q1,y2011Q4
E01000001,City of London 001A,f1865556-4e62-48e3-a025-d93a40f15e46,21.0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,40.0,37.0,37.0,39.0,38.0,36.0,35.0,35.0,36.0,33.0,23.0,22.0,19.0,15.0,15.0,15.0,14.0,8.0,8.0,6.0,6.0,6.0,2.5,5.0,7.0,6.0,5.0,5.0,5.0,5.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000002,City of London 001B,83e78aad-ee05-44a5-a8d3-077de6ed4053,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,39.0,36.0,39.0,40.0,48.0,43.0,40.0,39.0,33.0,32.0,33.0,34.0,27.0,32.0,29.0,25.0,17.0,15.0,11.0,10.0,11.0,11.0,10.0,8.0,6.0,6.0,7.0,5.0,6.0,28.0,28.0,28.0,26.0,15.0,14.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
E01000003,City of London 001C,69c457df-229e-4446-9577-95ac1c9be694,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,19.0,18.0,18.0,18.0,19.0,21.0,19.0,20.0,18.0,16.0,15.0,14.0,13.0,12.0,10.0,8.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
E01000005,City of London 001E,d537d59f-237a-45ed-a514-b0ab2a93e510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,24.0,22.0,86.0,85.0,89.0,82.0,80.0,14.0,13.0,11.0,11.0,7.0,6.0,2.5,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,2.5,2.5,2.5,5.0,2.5,2.5,2.5,6.0,7.0,7.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000006,Barking and Dagenham 016A,8d0081fe-69e2-48ac-aaf9-fd270d60e339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,27.0,22.0,19.0,18.0,18.0,14.0,12.0,12.0,11.0,14.0,12.0,10.0,9.0,9.0,9.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000007,Barking and Dagenham 015A,1789c4b2-1274-49b2-8f9d-6a875d88c2f7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,28.0,25.0,26.0,24.0,22.0,19.0,16.0,16.0,19.0,16.0,13.0,15.0,14.0,7.0,6.0,5.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000008,Barking and Dagenham 015B,9e0f5410-f7d7-4972-b55e-39bd02b801bc,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,102.0,68.0,57.0,62.0,44.0,33.0,29.0,29.0,31.0,24.0,17.0,11.0,10.0,10.0,8.0,6.0,7.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000009,Barking and Dagenham 016B,ec5d3cb0-d29c-4ff6-b42f-276979440c6f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,20.0,16.0,17.0,14.0,12.0,11.0,10.0,9.0,9.0,10.0,9.0,8.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000011,Barking and Dagenham 016C,f3fa9f34-53ed-4993-aa5d-3d7a977e064d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,16.0,18.0,14.0,14.0,14.0,11.0,9.0,9.0,10.0,8.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000012,Barking and Dagenham 015D,874c22bd-29a2-4f14-8f8b-314a0136ce47,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,23.0,18.0,15.0,14.0,11.0,9.0,7.0,6.0,6.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000013,Barking and Dagenham 013A,bbed442b-1b98-4490-b582-749c28ddcef6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,14.0,13.0,12.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,6.0,2.5,2.5,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000014,Barking and Dagenham 013B,ebac8bab-0ae4-4b23-9d03-617a8ef0f7e7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,19.0,16.0,15.0,14.0,13.0,13.0,11.0,10.0,10.0,9.0,10.0,9.0,8.0,7.0,7.0,8.0,6.0,6.0,5.0,5.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000015,Barking and Dagenham 009A,500dff10-c1d6-4ddd-a69d-ccecb2d58cb4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,23.0,20.0,18.0,19.0,17.0,17.0,15.0,13.0,12.0,12.0,8.0,8.0,7.0,5.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000016,Barking and Dagenham 009B,eca76731-3b42-4b80-98ae-46c030c82365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,25.0,22.0,19.0,14.0,11.0,8.0,9.0,7.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000017,Barking and Dagenham 009C,9a255992-e4b2-49c2-9537-b18dca64680a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,27.0,25.0,25.0,20.0,17.0,13.0,13.0,11.0,12.0,11.0,10.0,8.0,9.0,9.0,9.0,8.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000018,Barking and Dagenham 009D,b5644bfb-89e0-4a74-aefd-cd5086dbcf08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,33.0,26.0,26.0,18.0,15.0,15.0,15.0,13.0,13.0,11.0,10.0,8.0,8.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000019,Barking and Dagenham 023A,125ad736-4270-44e4-a581-640804fbf4f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,20.0,20.0,21.0,20.0,21.0,16.0,12.0,12.0,12.0,12.0,12.0,10.0,8.0,7.0,7.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000020,Barking and Dagenham 023B,59575564-d94a-402b-b827-e3dbf4ef5438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,24.0,20.0,18.0,16.0,15.0,11.0,11.0,11.0,8.0,9.0,8.0,8.0,8.0,6.0,6.0,7.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000021,Barking and Dagenham 008A,2765a508-2ec9-4f7e-8bbb-834e7c6f0aed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,24.0,27.0,26.0,20.0,18.0,15.0,13.0,10.0,12.0,10.0,10.0,8.0,7.0,7.0,6.0,6.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000022,Barking and Dagenham 008B,11652724-f0c3-45dd-b7dc-f1b4b085436d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,17.0,18.0,21.0,18.0,18.0,14.0,10.0,7.0,7.0,9.0,10.0,10.0,9.0,9.0,9.0,8.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000024,Barking and Dagenham 008D,f3799eaf-999a-4d23-b3ed-569800c2c00f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,24.0,20.0,16.0,14.0,12.0,6.0,5.0,5.0,5.0,7.0,9.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000025,Barking and Dagenham 008E,1e1e4248-6948-4821-9fb6-3aa41903fe20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,18.0,17.0,14.0,12.0,10.0,9.0,8.0,8.0,7.0,7.0,9.0,6.0,6.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000027,Barking and Dagenham 001A,8f4ab875-29bb-4803-825c-6709b1615c3d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,25.0,20.0,21.0,21.0,19.0,15.0,13.0,13.0,11.0,9.0,8.0,8.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000028,Barking and Dagenham 001B,87f4b7fa-1c1d-40dd-b18d-b22e260617d1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,21.0,14.0,15.0,10.0,9.0,7.0,5.0,2.5,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000029,Barking and Dagenham 001C,96e5d907-9182-4d7d-a84f-fc54795b2c9c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,31.0,27.0,28.0,28.0,22.0,21.0,20.0,17.0,18.0,12.0,10.0,10.0,11.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000030,Barking and Dagenham 001D,ba0b1db8-25af-42e2-b020-f9172423f07d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,30.0,30.0,29.0,25.0,22.0,21.0,18.0,17.0,18.0,17.0,14.0,15.0,12.0,10.0,9.0,8.0,5.0,2.5,5.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000031,Barking and Dagenham 002A,0751e712-07c9-4659-8783-9145146c5867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,35.0,36.0,29.0,24.0,21.0,18.0,16.0,13.0,16.0,14.0,14.0,11.0,10.0,10.0,10.0,9.0,7.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000032,Barking and Dagenham 002B,e25927f4-fb2c-45b8-8359-96186f543c5c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,33.0,32.0,28.0,22.0,21.0,21.0,18.0,16.0,16.0,17.0,16.0,11.0,9.0,9.0,7.0,5.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000033,Barking and Dagenham 006A,9ff5ad40-b831-4478-8b63-722fcc1e336a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,21.0,18.0,18.0,15.0,12.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000034,Barking and Dagenham 003A,2ad00b90-036e-4250-9162-75c524321e12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,18.0,15.0,16.0,14.0,12.0,12.0,11.0,11.0,8.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000035,Barking and Dagenham 010A,12353fc4-74c4-41f2-96c4-ad6b520083fc,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,42.0,40.0,32.0,32.0,27.0,25.0,23.0,18.0,11.0,8.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000036,Barking and Dagenham 010B,6f12265f-56e4-4b5a-9712-25099026a1f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,25.0,24.0,21.0,17.0,13.0,13.0,11.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000037,Barking and Dagenham 003B,e8a78927-cb3e-4983-a8d2-19b873a5d345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,19.0,19.0,16.0,15.0,15.0,13.0,8.0,5.0,2.5,5.0,2.5,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000038,Barking and Dagenham 003C,e9bcaca2-a0f1-4e50-8197-88151639a95f,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,28.0,24.0,24.0,22.0,20.0,19.0,18.0,17.0,14.0,13.0,13.0,13.0,11.0,8.0,9.0,7.0,7.0,7.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000039,Barking and Dagenham 003D,5160e819-9d5b-4a48-bf87-9675139e1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,31.0,27.0,26.0,25.0,20.0,16.0,13.0,13.0,14.0,10.0,9.0,8.0,6.0,5.0,5.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000040,Barking and Dagenham 019A,7c3f374b-b7fc-4b3f-86d9-a4c035746cc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,15.0,13.0,9.0,8.0,8.0,7.0,5.0,2.5,2.5,6.0,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000041,Barking and Dagenham 017A,ec96d6ae-7f43-4b15-b639-c5e07a9588b4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,24.0,20.0,14.0,12.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,9.0,8.0,5.0,5.0,2.5,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000042,Barking and Dagenham 017B,fb7339cf-b883-4ff3-a2e5-669f0cc98237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,21.0,17.0,19.0,17.0,15.0,12.0,10.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,8.0,7.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000043,Barking and Dagenham 019B,7cb4d181-91d8-4967-b6d5-ffa8346bee47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,20.0,18.0,17.0,18.0,15.0,12.0,11.0,11.0,8.0,9.0,9.0,7.0,7.0,5.0,5.0,2.5,7.0,6.0,6.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000044,Barking and Dagenham 016D,abb6cc93-8530-49d7-b643-545f9fc658c2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,17.0,18.0,13.0,13.0,10.0,6.0,5.0,2.5,5.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000045,Barking and Dagenham 017C,09ee6511-c471-439a-99f2-17bf32d33caf,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,32.0,24.0,17.0,15.0,16.0,19.0,16.0,14.0,13.0,9.0,10.0,11.0,11.0,5.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000046,Barking and Dagenham 017D,de21bed0-2c1a-4e82-80e6-96306ec1409a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,18.0,17.0,14.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,7.0,6.0,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000049,Barking and Dagenham 021C,79f0a1c8-cde1-45cc-9740-cfa25d9d8f2c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,10.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,12.0,11.0,6.0,6.0,2.5,5.0,5.0,5.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000050,Barking and Dagenham 019C,a3afce16-75a3-4623-afb4-1a1221937b00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,15.0,14.0,14.0,11.0,13.0,12.0,13.0,12.0,12.0,10.0,7.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000051,Barking and Dagenham 021D,2586b5df-10e2-43eb-ba5d-08d4ac336f85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Total,Total,15.0,15.0,12.0,12.0,10.0,7.0,10.0,8.0,8.0,8.0,2.5,5.0,5.0,5.0,5.0,5.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
